dataset,root,data_split,facial_video,EEG,ECG,EDA,EOG,EMG,GSR,BVP,respiration,skin_temp,heart_rate,IBI,PPG,MEG,anno_type,self_annotation,external_annotation,partner_annotation,frame_size,fps,duration,EEG_vec_counts,EEG_ch,bool_both_file,participant_id,sample_id,fold
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_awe.mp4,./datasets/Emognition/EEG/23/23_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 4, 9]",False,False,1080/1920,60,116.7,30034,4,True,23,13,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_disgust.mp4,./datasets/Emognition/EEG/23/23_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 7, 1]",False,False,1080/1920,60,68.383333,17697,4,True,23,14,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_surprise.mp4,./datasets/Emognition/EEG/23/23_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[3, 3, 4]",False,False,1080/1920,60,49.75,12828,4,True,23,15,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_anger.mp4,./datasets/Emognition/EEG/23/23_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[1, 7, 1]",False,False,1080/1920,60,119.316667,27222,4,True,23,16,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_enthusiasm.mp4,./datasets/Emognition/EEG/23/23_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[9, 6, 9]",False,False,1080/1920,60,119.816667,30800,4,True,23,17,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_liking.mp4,./datasets/Emognition/EEG/23/23_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 3, 7]",False,False,1080/1920,60,110.866667,28734,4,True,23,18,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_fear.mp4,./datasets/Emognition/EEG/23/23_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[2, 5, 1]",False,False,1080/1920,60,121.15,31293,4,True,23,19,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_amusement.mp4,./datasets/Emognition/EEG/23/23_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 4, 5]",False,False,1080/1920,60,119.216667,30790,4,True,23,20,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/23_sadness.mp4,./datasets/Emognition/EEG/23/23_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/23/23_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/23/23_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[3, 3, 1]",False,False,1080/1920,60,119.266667,30808,4,True,23,21,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_baseline.mp4,./datasets/Emognition/EEG/24/24_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 1]",False,False,1080/1920,60,317.483333,81585,4,True,24,22,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_neutral.mp4,./datasets/Emognition/EEG/24/24_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 2, 2]",False,False,1080/1920,60,121.6,31365,4,True,24,23,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_awe.mp4,./datasets/Emognition/EEG/24/24_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 4, 7]",False,False,1080/1920,60,116.733333,30098,4,True,24,24,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_disgust.mp4,./datasets/Emognition/EEG/24/24_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 5, 1]",False,False,1080/1920,60,68.7,17722,4,True,24,25,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_surprise.mp4,./datasets/Emognition/EEG/24/24_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 4, 2]",False,False,1080/1920,60,49.75,12830,4,True,24,26,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_anger.mp4,./datasets/Emognition/EEG/24/24_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[4, 7, 1]",False,False,1080/1920,60,120.483333,31092,4,True,24,27,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_enthusiasm.mp4,./datasets/Emognition/EEG/24/24_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 7, 8]",False,False,1080/1920,60,119.733333,30536,4,True,24,28,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_liking.mp4,./datasets/Emognition/EEG/24/24_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 5, 7]",False,False,1080/1920,60,110.6,28773,4,True,24,29,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_fear.mp4,./datasets/Emognition/EEG/24/24_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[3, 7, 1]",False,False,1080/1920,60,120.883333,31075,4,True,24,30,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_amusement.mp4,./datasets/Emognition/EEG/24/24_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 6, 7]",False,False,1080/1920,60,119.316667,31116,4,True,24,31,0
Emognition,./datasets/Emognition,test,./datasets/Emognition/cropped_video/24_sadness.mp4,./datasets/Emognition/EEG/24/24_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/24/24_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/24/24_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[3, 5, 2]",False,False,1080/1920,60,119.383333,30887,4,True,24,32,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_baseline.mp4,./datasets/Emognition/EEG/25/25_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 4]",False,False,1080/1920,60,317.15,81539,4,True,25,33,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_neutral.mp4,./datasets/Emognition/EEG/25/25_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,121.516667,31289,4,True,25,34,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_awe.mp4,./datasets/Emognition/EEG/25/25_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 1, 7]",False,False,1080/1920,60,116.666667,29971,4,True,25,35,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_disgust.mp4,./datasets/Emognition/EEG/25/25_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[2, 3, 1]",False,False,1080/1920,60,68.883333,17948,4,True,25,36,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_surprise.mp4,./datasets/Emognition/EEG/25/25_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 2, 6]",False,False,1080/1920,60,49.733333,12808,4,True,25,37,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_anger.mp4,./datasets/Emognition/EEG/25/25_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[1, 6, 1]",False,False,1080/1920,60,119.466667,30748,4,True,25,38,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_enthusiasm.mp4,./datasets/Emognition/EEG/25/25_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 1, 7]",False,False,1080/1920,60,119.766667,30730,4,True,25,39,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_liking.mp4,./datasets/Emognition/EEG/25/25_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[8, 2, 8]",False,False,1080/1920,60,110.733333,28675,4,True,25,40,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_fear.mp4,./datasets/Emognition/EEG/25/25_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[2, 3, 3]",False,False,1080/1920,60,120.433333,30981,4,True,25,41,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_amusement.mp4,./datasets/Emognition/EEG/25/25_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 4, 6]",False,False,1080/1920,60,120.083333,30993,4,True,25,42,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/25_sadness.mp4,./datasets/Emognition/EEG/25/25_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/25/25_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/25/25_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[2, 3, 4]",False,False,1080/1920,60,119.383333,30500,4,True,25,43,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_baseline.mp4,./datasets/Emognition/EEG/26/26_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,317.183333,81570,4,True,26,44,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_neutral.mp4,./datasets/Emognition/EEG/26/26_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,122.05,31568,4,False,26,45,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_awe.mp4,./datasets/Emognition/EEG/26/26_AWE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_awe_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_awe_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[7, 4, 7]",False,False,1080/1920,60,116.716667,29966,4,True,26,46,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_disgust.mp4,./datasets/Emognition/EEG/26/26_DISGUST_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_disgust_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_disgust_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[1, 7, 2]",False,False,1080/1920,60,68.933333,13876,4,True,26,47,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_surprise.mp4,./datasets/Emognition/EEG/26/26_SURPRISE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_surprise_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_surprise_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 5]",False,False,1080/1920,60,49.683333,12575,4,True,26,48,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_anger.mp4,./datasets/Emognition/EEG/26/26_ANGER_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_anger_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_anger_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[2, 7, 3]",False,False,1080/1920,60,120.2,31041,4,False,26,49,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_enthusiasm.mp4,./datasets/Emognition/EEG/26/26_ENTHUSIASM_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_enthusiasm_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_enthusiasm_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 5, 5]",False,False,1080/1920,60,120.35,30728,4,True,26,50,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_liking.mp4,./datasets/Emognition/EEG/26/26_LIKING_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_liking_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_liking_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 6]",False,False,1080/1920,60,111.216667,25552,4,True,26,51,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_fear.mp4,./datasets/Emognition/EEG/26/26_FEAR_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_fear_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_fear_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 1, 3]",False,False,1080/1920,60,121.45,31257,4,True,26,52,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_amusement.mp4,./datasets/Emognition/EEG/26/26_AMUSEMENT_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_amusement_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_amusement_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[6, 3, 5]",False,False,1080/1920,60,120.016667,30997,4,True,26,53,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/26_sadness.mp4,./datasets/Emognition/EEG/26/26_SADNESS_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/26/26_sadness_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/26/26_sadness_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 3, 5]",False,False,1080/1920,60,119.416667,30785,4,True,26,54,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/27_baseline.mp4,./datasets/Emognition/EEG/27/27_BASELINE_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/27/27_baseline_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/27/27_baseline_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 6, 5]",False,False,1080/1920,60,316.983333,81454,4,True,27,55,0
Emognition,./datasets/Emognition,train,./datasets/Emognition/cropped_video/27_neutral.mp4,./datasets/Emognition/EEG/27/27_NEUTRAL_STIMULUS_MUSE.csv,False,False,False,False,False,"./datasets/Emognition/study_data/27/27_neutral_STIMULUS_EMPATICA.json,./datasets/Emognition/study_data/27/27_neutral_STIMULUS_SAMSUNG_WATCH.json",False,False,False,False,False,False,"valence, arousal, motivation","[5, 5, 5]",False,False,1080/1920,60,121.883333,31523,4,True,27,56,0
